name,online_order,book_table,rate,votes,location,rest_type,cuisines,2_people,type
Amber Rush Restobar,No,Yes,4.1,102,Residency Road,others,others,1000.0,Pubs and bars
Laughing Llama Gastropub,Yes,Yes,4.2,410,Brigade Road,others,others,1600.0,Pubs and bars
Coconut Grove,No,Yes,3.9,684,Church Street,others,others,1200.0,Pubs and bars
Plan B,No,No,4.1,4445,Brigade Road,others,others,1200.0,Pubs and bars
Riwaz - The Ritz-Carlton,No,Yes,4.2,275,Residency Road,others,North Indian,4000.0,Pubs and bars
Bootlegger,No,No,4.1,1545,Lavelle Road,others,others,1200.0,Pubs and bars
Pecos Classic,No,Yes,4.1,558,Brigade Road,others,Finger Food,1100.0,Pubs and bars
The Grill House,Yes,Yes,4.1,771,Ulsoor,others,others,1200.0,Pubs and bars
Guzzlers Inn,No,No,3.9,952,Brigade Road,others,"North Indian, Chinese",1100.0,Pubs and bars
Chin Lung Resto Bar,No,No,4.0,516,Residency Road,others,"North Indian, Chinese, Fast Food",1000.0,Pubs and bars
Puran da Dhaba - The Pride Hotel,Yes,No,4.0,167,Richmond Road,others,North Indian,1700.0,Pubs and bars
Le Rock,Yes,No,4.1,1219,Brigade Road,others,others,2000.0,Pubs and bars
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.3,430,Residency Road,others,Chinese,3500.0,Pubs and bars
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,190,others,others,others,1300.0,Pubs and bars
Matsuri - The Chancery Hotel,No,Yes,4.4,185,Lavelle Road,others,others,1800.0,Pubs and bars
Chugg,No,Yes,4.0,749,Church Street,others,others,1100.0,Pubs and bars
ThrowBack - Pub & Dine,No,No,3.9,235,others,others,others,1000.0,Pubs and bars
South Parade - The Chancery Hotel,No,No,3.1,122,Lavelle Road,others,others,1200.0,Pubs and bars
Downtown,No,No,3.7,298,Residency Road,others,others,1000.0,Pubs and bars
Atomic Lab,No,No,3.5,56,Lavelle Road,others,others,1800.0,Pubs and bars
Retro Lounge Bar,No,Yes,3.8,110,Ulsoor,others,"North Indian, Chinese",1400.0,Pubs and bars
Desi Deck,Yes,Yes,3.9,94,Brigade Road,others,others,1300.0,Pubs and bars
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,24,Brigade Road,others,others,1900.0,Pubs and bars
MM Bar & Restaurant,No,No,3.6,11,others,others,"South Indian, North Indian",700.0,Pubs and bars
Nandhini Paradise,No,Yes,3.6,278,St. Marks Road,others,others,800.0,Pubs and bars
Hammered,Yes,Yes,4.7,4841,Cunningham Road,others,others,1300.0,Pubs and bars
1Q1,No,Yes,4.3,606,others,others,others,2500.0,Pubs and bars
Chapter One Bar | Maiin,No,Yes,4.2,997,New BEL Road,others,others,1400.0,Buffet
Hunan,No,Yes,4.0,820,New BEL Road,Casual Dining,others,1100.0,Buffet
My Place - Gokulam Grand Hotel & Spa,No,Yes,4.2,426,New BEL Road,others,others,1800.0,Buffet
Satrangi,Yes,No,3.7,212,New BEL Road,Casual Dining,"North Indian, South Indian",900.0,Buffet
Truffles,No,No,4.7,3912,New BEL Road,others,others,900.0,Cafes
Hammered,Yes,Yes,4.5,2932,New BEL Road,others,others,1200.0,Cafes
Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,others,700.0,Cafes
Smally's Resto Cafe,Yes,No,4.2,1442,New BEL Road,Cafe,others,650.0,Cafes
Burp,Yes,Yes,4.0,608,New BEL Road,Cafe,others,800.0,Cafes
Cafe Mandala,Yes,No,3.9,48,New BEL Road,Cafe,others,600.0,Cafes
Onesta,Yes,Yes,4.4,4873,New BEL Road,others,others,600.0,Cafes
Plated,Yes,Yes,4.1,554,New BEL Road,Cafe,"Cafe, Continental",800.0,Cafes
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.1,12,New BEL Road,Cafe,others,300.0,Cafes
Peppermill Bistro,Yes,Yes,4.0,868,New BEL Road,others,others,1000.0,Cafes
Prana,Yes,No,4.0,239,New BEL Road,Cafe,others,500.0,Cafes
Kargeens,Yes,No,3.9,365,New BEL Road,Cafe,others,900.0,Cafes
Ember The Calabash,Yes,No,4.1,670,New BEL Road,Cafe,others,800.0,Cafes
THE BEL ST.,No,No,3.9,523,New BEL Road,others,others,1100.0,Cafes
Puff Cafe,Yes,No,3.7,126,New BEL Road,Cafe,others,700.0,Cafes
Cafe Coffee Day,Yes,No,3.2,58,New BEL Road,Cafe,"Cafe, Fast Food",900.0,Cafes
Namakh Store And Cafe,Yes,No,3.7,18,New BEL Road,Cafe,others,400.0,Cafes
Nomadic Tandoor,Yes,No,3.7,168,New BEL Road,Cafe,others,700.0,Cafes
Chaiywaala Da Dhaba,Yes,No,3.7,67,New BEL Road,Cafe,others,250.0,Cafes
Cafe Poetry,Yes,No,3.7,55,New BEL Road,Cafe,others,400.0,Cafes
The Banana Kick,Yes,No,3.3,9,New BEL Road,Cafe,others,600.0,Cafes
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3.3,6,New BEL Road,others,others,400.0,Cafes
Brewbakes,No,No,3.3,7,New BEL Road,Cafe,others,450.0,Cafes
Pooja Restro,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,Cafe,150.0,Cafes
H&W Cafe,No,No,3.7535684020485616,0,New BEL Road,Cafe,others,500.0,Cafes
Chaai Resto,Yes,No,3.7535684020485616,0,New BEL Road,others,others,250.0,Cafes
Cafe Centralis,Yes,No,2.8,114,New BEL Road,Cafe,Cafe,600.0,Cafes
Cafe Gazala,No,No,3.7535684020485616,0,New BEL Road,Cafe,Cafe,150.0,Cafes
Sugarly Spiced,No,No,3.7535684020485616,0,others,Delivery,Cafe,600.0,Cafes
Leon Grill,Yes,No,4.0,336,New BEL Road,Quick Bites,others,500.0,Delivery
Behrouz Biryani,Yes,No,4.1,187,others,Delivery,Biryani,650.0,Delivery
Smally's Resto Cafe,Yes,No,4.2,1442,New BEL Road,Cafe,others,650.0,Delivery
Keventers,Yes,No,3.9,17,others,others,others,400.0,Delivery
Flavors of North,Yes,No,3.3,240,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery
Tasty Box,Yes,No,3.0,29,others,Quick Bites,others,500.0,Delivery
New Oottupura Restaurant,Yes,No,3.5,226,New BEL Road,Quick Bites,Kerala,300.0,Delivery
New Agarwal Bhavan,Yes,No,4.1,254,others,others,others,400.0,Delivery
Paradise,Yes,No,4.0,1586,New BEL Road,Casual Dining,others,800.0,Delivery
The Good Bowl,Yes,No,3.8,33,others,"Takeaway, Delivery",others,500.0,Delivery
Burger King,Yes,No,4.0,557,New BEL Road,Quick Bites,others,600.0,Delivery
Delhi Mess,Yes,No,4.1,498,New BEL Road,Quick Bites,"North Indian, Chinese",300.0,Delivery
Sumadhura Foods,Yes,No,3.5,108,others,Quick Bites,"North Indian, Fast Food",300.0,Delivery
Auntie Fung's,Yes,No,4.2,578,New BEL Road,Casual Dining,others,600.0,Delivery
Mughlai Azam,Yes,Yes,4.0,117,New BEL Road,Casual Dining,others,1400.0,Delivery
Cafe Nosh,Yes,No,4.2,583,others,Cafe,others,500.0,Delivery
Onesta,Yes,Yes,4.4,4873,New BEL Road,others,others,600.0,Delivery
Faasos,Yes,No,3.8,204,others,Delivery,others,500.0,Delivery
Udupi South Saviruchi,Yes,No,3.7,15,others,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Delivery
Natural Veg,Yes,No,3.1,22,others,Quick Bites,others,250.0,Delivery
Beijing Bites,Yes,No,3.8,198,New BEL Road,Casual Dining,"Chinese, Thai",850.0,Delivery
Biriyani Nights,Yes,No,3.2,712,New BEL Road,"Takeaway, Delivery",others,500.0,Delivery
Hunan King's,Yes,No,2.9,123,others,Casual Dining,others,800.0,Delivery
Chickpete Donne Biryani,Yes,No,3.7535684020485616,0,others,Quick Bites,Biryani,250.0,Delivery
Food Lounge,Yes,No,3.1,52,others,Quick Bites,North Indian,400.0,Delivery
Chaat Street,Yes,No,4.1,674,New BEL Road,Quick Bites,others,250.0,Delivery
Zam Zam Kabab House,Yes,No,3.4,90,others,Quick Bites,"North Indian, Chinese",300.0,Delivery
Wok Chow,Yes,No,3.9,163,others,Quick Bites,others,300.0,Delivery
Samskruthi Grand,Yes,No,3.7,67,others,Quick Bites,others,350.0,Delivery
Parijatha Fish Land,Yes,No,3.5,8,others,Casual Dining,others,400.0,Delivery
Casino Hotel,Yes,No,3.9,345,New BEL Road,Casual Dining,"North Indian, Chinese",500.0,Delivery
D-Zaprino,Yes,No,4.0,449,others,"Takeaway, Delivery",others,400.0,Delivery
Akshaya Deluxe,Yes,No,4.0,336,New BEL Road,Casual Dining,others,500.0,Delivery
Lassi Shop,Yes,No,3.8,76,others,others,others,100.0,Delivery
Thalassery Restaurant,Yes,No,3.8,464,New BEL Road,Casual Dining,others,600.0,Delivery
New Punjabi Pure Veg Restaurant,Yes,No,3.4,223,others,Quick Bites,"South Indian, North Indian",400.0,Delivery
Chinese Corner and Bengali Mess,Yes,No,3.5,28,others,others,others,300.0,Delivery
Biriyani Fest,Yes,No,2.8,33,New BEL Road,Delivery,"Biryani, North Indian, Chinese",700.0,Delivery
Eat & Drink,Yes,No,3.5,15,New BEL Road,others,others,300.0,Delivery
PRS Indian Food Restaurant,Yes,No,2.9,49,others,Quick Bites,others,200.0,Delivery
Sagar Kabab Corner,Yes,No,3.2,38,others,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery
Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,others,700.0,Delivery
Wow Momo,Yes,No,3.7,46,New BEL Road,Quick Bites,others,400.0,Delivery
Pizza Hut,Yes,No,3.6,436,New BEL Road,Casual Dining,"Pizza, Fast Food",750.0,Delivery
KFC,Yes,No,3.9,581,New BEL Road,Quick Bites,"Burger, Fast Food",400.0,Delivery
New Punjabi Pure Veg Restaurant,Yes,No,3.1,151,others,Quick Bites,"North Indian, Chinese",450.0,Delivery
Biriyani Hub,Yes,No,3.0,30,New BEL Road,Delivery,others,400.0,Delivery
The Momo Farm,Yes,No,3.7,25,others,Quick Bites,others,300.0,Delivery
Calicut Restaurant,Yes,No,3.9,173,others,Casual Dining,others,450.0,Delivery
The Belgian Waffle Co.,Yes,No,3.7,15,others,Dessert Parlor,"Desserts, Beverages",350.0,Delivery
Cream Stone,Yes,No,4.1,250,New BEL Road,Dessert Parlor,others,500.0,Delivery
Shri Udupi Cafe,Yes,No,3.9,31,New BEL Road,Quick Bites,others,300.0,Delivery
Lazeez Biryani,Yes,No,4.0,50,New BEL Road,Quick Bites,others,400.0,Delivery
Chicken County,Yes,No,3.2,192,New BEL Road,Quick Bites,"Chinese, North Indian",400.0,Delivery
Firangi Bake,Yes,No,3.9,76,others,Delivery,others,600.0,Delivery
The Druid Garden,Yes,Yes,4.3,3077,others,others,others,1700.0,Delivery
Ovenstory Pizza,Yes,No,4.0,120,others,Delivery,Pizza,800.0,Delivery
Navab's,Yes,No,4.0,21,New BEL Road,Delivery,others,600.0,Delivery
KHOPCHA,Yes,No,4.0,154,others,others,others,200.0,Delivery
Biriyani House,Yes,Yes,3.8,258,others,Casual Dining,others,600.0,Delivery
Shanthi Sagar,Yes,No,3.9,111,New BEL Road,Quick Bites,others,300.0,Delivery
Wat-a-Biryani,Yes,No,3.7535684020485616,0,New BEL Road,Delivery,Biryani,500.0,Delivery
Sweet Truth,Yes,No,3.8,20,others,Delivery,"Bakery, Desserts",500.0,Delivery
Polar Bear,Yes,No,4.1,322,New BEL Road,Dessert Parlor,others,400.0,Delivery
The Real Mexican,No,No,3.7535684020485616,0,others,Delivery,others,300.0,Delivery
Chung Wah,Yes,No,4.0,536,New BEL Road,Casual Dining,others,650.0,Delivery
New Prashanth Hotel,Yes,No,3.1,40,New BEL Road,Casual Dining,others,750.0,Delivery
Prana,Yes,No,4.0,239,New BEL Road,Cafe,others,500.0,Delivery
Delhi Food Factory,Yes,No,3.7535684020485616,0,New BEL Road,Delivery,North Indian,500.0,Delivery
Food Singh,Yes,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",North Indian,500.0,Delivery
Oyalo,Yes,No,3.4,16,others,Quick Bites,Pizza,300.0,Delivery
Fresh Veg,Yes,No,2.7,94,New BEL Road,Quick Bites,others,300.0,Delivery
Hammered,Yes,Yes,4.5,2932,New BEL Road,others,others,1200.0,Delivery
Aditya Delights,Yes,No,3.7,59,New BEL Road,Quick Bites,others,300.0,Delivery
Kaifu,Yes,No,4.2,421,New BEL Road,Casual Dining,others,700.0,Delivery
Casamia,Yes,No,3.7,24,others,Quick Bites,others,400.0,Delivery
The Hundred Food Journey,Yes,Yes,3.8,46,New BEL Road,Casual Dining,others,1100.0,Delivery
New Shanthi Sagar,Yes,No,3.2,158,others,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery
Rotti Mane,Yes,No,3.5,27,others,Quick Bites,South Indian,200.0,Delivery
Five Star Chicken,Yes,No,3.0,53,others,Quick Bites,others,300.0,Delivery
Chetty's Coffee,Yes,No,3.9,267,New BEL Road,Quick Bites,South Indian,200.0,Delivery
Malgudi Natti Style Hotel,Yes,No,3.6,13,others,Quick Bites,South Indian,400.0,Delivery
New Curries & Spice Restaurant,Yes,No,2.9,7,New BEL Road,Quick Bites,South Indian,200.0,Delivery
Royal Garden Restaurant,Yes,No,3.6,12,others,Casual Dining,"North Indian, Chinese",700.0,Delivery
Mad Over Fries,Yes,No,3.4,43,New BEL Road,Quick Bites,"Fast Food, Beverages",350.0,Delivery
Burger Man,Yes,No,3.4,19,others,Quick Bites,"Burger, Fast Food",300.0,Delivery
Bharath Restaurant,Yes,No,3.1,37,others,Casual Dining,"North Indian, Chinese",450.0,Delivery
Saha Chowmein,Yes,No,3.9,162,others,Casual Dining,"North Indian, Chinese",700.0,Delivery
Goli Vada Pav No. 1,Yes,No,3.7,38,New BEL Road,Quick Bites,Street Food,200.0,Delivery
Hotel Taj Delight,Yes,No,3.3,19,New BEL Road,Casual Dining,others,600.0,Delivery
Red Chillies Curries Point,Yes,No,3.7535684020485616,0,others,Quick Bites,others,250.0,Delivery
SKS Veg Corner,Yes,No,3.4,43,others,Quick Bites,South Indian,300.0,Delivery
The Purple Pan,Yes,No,3.5,15,New BEL Road,Quick Bites,"North Indian, Chinese",550.0,Delivery
Burp,Yes,Yes,4.0,608,New BEL Road,Cafe,others,800.0,Delivery
Kanti Sweets,Yes,No,4.0,159,others,others,"Mithai, Street Food",400.0,Delivery
South Spicy Bites Express,Yes,No,3.8,30,others,Quick Bites,others,400.0,Delivery
Cream Chemistry,Yes,No,3.9,92,others,Dessert Parlor,"Ice Cream, Desserts",500.0,Delivery
Smoke - The Sizzler House,Yes,Yes,4.2,680,New BEL Road,Casual Dining,others,800.0,Delivery
Tawa Tandoor,Yes,Yes,3.9,116,New BEL Road,Casual Dining,"North Indian, Chinese",700.0,Delivery
Ibaco,Yes,No,3.9,81,New BEL Road,Dessert Parlor,Desserts,300.0,Delivery
Jashn Hyderabadi Bawarchi,Yes,No,2.9,140,New BEL Road,Casual Dining,others,650.0,Delivery
Frozen Bottle,Yes,No,3.8,56,New BEL Road,others,others,400.0,Delivery
KA 12 - Flavour Of Coorg,Yes,No,4.0,105,New BEL Road,Quick Bites,South Indian,300.0,Delivery
Chawla's 2 Online.com,Yes,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",North Indian,800.0,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,3.0,50,New BEL Road,Casual Dining,others,400.0,Delivery
Sagar Samrat,Yes,No,3.6,119,New BEL Road,Casual Dining,"North Indian, Chinese, South Indian",400.0,Delivery
Flavours Inn,Yes,No,3.7,59,New BEL Road,Quick Bites,others,500.0,Delivery
Pizza Stop,Yes,No,3.1,75,New BEL Road,Quick Bites,others,600.0,Delivery
Truffles,No,No,4.7,3912,New BEL Road,others,others,900.0,Delivery
Andhra Spice Mess,Yes,No,3.4,9,New BEL Road,Quick Bites,others,250.0,Delivery
The Banana Kick,Yes,No,3.3,9,New BEL Road,Cafe,others,600.0,Delivery
Havelli - Chairman's Resort,Yes,Yes,3.5,137,others,others,others,1250.0,Delivery
McDonald's,Yes,No,3.9,281,New BEL Road,Quick Bites,"Burger, Fast Food",500.0,Delivery
Ujwal Restaurant,Yes,No,3.9,149,others,others,others,600.0,Delivery
Kolkata Kati Roll,Yes,No,3.4,14,others,Quick Bites,others,150.0,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.8,79,others,Quick Bites,others,200.0,Delivery
Plated,Yes,Yes,4.1,554,New BEL Road,Cafe,"Cafe, Continental",800.0,Delivery
Baskin Robbins,Yes,No,3.6,34,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery
Yumjar,Yes,No,3.4,9,others,"Takeaway, Delivery",others,300.0,Delivery
Tandoori Delight,Yes,No,3.0,46,New BEL Road,Quick Bites,"North Indian, Chinese",300.0,Delivery
Rabbit Paradise,Yes,No,3.3,4,others,"Takeaway, Delivery",others,350.0,Delivery
B1,Yes,Yes,3.9,123,New BEL Road,others,others,1100.0,Delivery
Ember The Calabash,Yes,No,4.1,670,New BEL Road,Cafe,others,800.0,Delivery
Chef Baker's,Yes,No,3.7535684020485616,0,New BEL Road,others,Bakery,450.0,Delivery
Chef Kitchen,Yes,No,3.7,19,New BEL Road,Quick Bites,others,200.0,Delivery
Hatti Kaapi,Yes,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Delivery
Big Straw Blast,Yes,No,3.5,6,others,others,Beverages,150.0,Delivery
The Rich Crust,Yes,No,3.8,43,others,Cafe,others,600.0,Delivery
Nandhana Palace,No,No,4.2,1282,New BEL Road,Casual Dining,others,800.0,Delivery
Domino's Pizza,Yes,No,3.9,257,New BEL Road,Quick Bites,"Pizza, Fast Food",400.0,Delivery
Sholay - The Barbeque,Yes,Yes,3.5,45,New BEL Road,Casual Dining,others,1200.0,Delivery
Cafe Mandala,Yes,No,3.9,48,New BEL Road,Cafe,others,600.0,Delivery
Cubbonpete Donne Biryani,Yes,No,3.9,92,others,Quick Bites,"South Indian, Biryani",300.0,Delivery
The London Shakes,Yes,No,3.8,44,others,others,"Beverages, Fast Food",400.0,Delivery
Kettle & Kegs,Yes,No,3.7535684020485616,0,others,others,others,200.0,Delivery
Rigan Hyderabadi Bawarchi,Yes,No,3.6,133,New BEL Road,Casual Dining,"Biryani, North Indian, Chinese",700.0,Delivery
Sangeeta Restaurant,Yes,No,3.6,91,others,Quick Bites,others,300.0,Delivery
Delight Fast Food & Restaurant,Yes,No,2.8,36,others,Casual Dining,"North Indian, Chinese",550.0,Delivery
Shree Mahalakshmi Sweets,Yes,No,3.6,34,others,others,"Mithai, Street Food",100.0,Delivery
Anda Special-Pav Bhaji,Yes,No,3.4,8,others,Quick Bites,Fast Food,200.0,Delivery
Just@99,Yes,No,3.1,7,New BEL Road,Quick Bites,others,300.0,Delivery
Have More,No,Yes,3.9,510,New BEL Road,Casual Dining,North Indian,700.0,Delivery
Hunan,No,Yes,4.0,820,New BEL Road,Casual Dining,others,1100.0,Delivery
Snow Lion Tibet Kitchen,No,No,3.9,263,New BEL Road,Quick Bites,others,400.0,Delivery
Kargeens,Yes,No,3.9,365,New BEL Road,Cafe,others,900.0,Delivery
Brahmins Food Corner,Yes,No,3.7,95,others,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery
Subway,No,No,3.7,167,New BEL Road,Quick Bites,others,500.0,Delivery
Prashant Naati Corner,No,No,4.0,95,New BEL Road,Quick Bites,"South Indian, Biryani",400.0,Delivery
Biryani Empire,Yes,No,3.0,8,New BEL Road,Quick Bites,Biryani,400.0,Delivery
Nandhini Deluxe,No,Yes,3.7,511,New BEL Road,Casual Dining,North Indian,600.0,Delivery
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.1,12,New BEL Road,Cafe,others,300.0,Delivery
Bikaner Sweets,Yes,No,3.7,63,others,others,"Mithai, Street Food",150.0,Delivery
Lincoln Bistro,Yes,No,4.3,252,New BEL Road,Casual Dining,others,800.0,Delivery
Cheta's Kitchen,Yes,No,3.9,78,others,Quick Bites,others,350.0,Delivery
Natural Ice Cream,No,No,4.3,273,New BEL Road,Dessert Parlor,others,200.0,Delivery
7th Heaven,No,No,3.6,17,New BEL Road,others,"Bakery, Desserts",300.0,Delivery
Just Bake,Yes,No,3.5,24,New BEL Road,others,Bakery,400.0,Delivery
THE BEL ST.,No,No,3.9,523,New BEL Road,others,others,1100.0,Delivery
Black Jack,No,No,3.7,318,New BEL Road,others,"North Indian, Chinese",1400.0,Delivery
Mexican Burrito,No,No,4.0,160,others,"Takeaway, Delivery",others,450.0,Delivery
Gowdru Mane,No,No,3.6,26,New BEL Road,Quick Bites,others,300.0,Delivery
Smogrill,No,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",others,150.0,Delivery
Toast And Salad,Yes,No,3.5,25,New BEL Road,Quick Bites,others,300.0,Delivery
Bhukkad,Yes,No,3.3,6,New BEL Road,Quick Bites,"North Indian, Mughlai",300.0,Delivery
Rolls Kitchen,No,No,3.5,18,New BEL Road,Quick Bites,others,250.0,Delivery
Subhash Mess,No,No,3.7,23,New BEL Road,others,North Indian,200.0,Delivery
Cinnamon - Grills and Gourmet,No,No,3.6,10,New BEL Road,Quick Bites,others,400.0,Delivery
Lazeez Fast Food,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Delivery
Q3 Food Corner,No,No,3.7535684020485616,0,New BEL Road,Casual Dining,"South Indian, North Indian",500.0,Delivery
Deepak Paratha Plaza,No,No,3.5,18,New BEL Road,Quick Bites,others,200.0,Delivery
The Snnackos,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"North Indian, Fast Food",250.0,Delivery
BBQ Nation Delivery,Yes,No,3.7535684020485616,0,New BEL Road,Delivery,others,750.0,Delivery
Jeet Punjabi Tadka,No,No,3.5,17,New BEL Road,Quick Bites,"North Indian, South Indian",500.0,Delivery
Little Bites,No,No,3.8,184,New BEL Road,Quick Bites,Fast Food,400.0,Delivery
Wow! Sikkim Momo,No,No,3.2,18,New BEL Road,Quick Bites,others,150.0,Delivery
Biryani King,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"Biryani, North Indian, Chinese",400.0,Delivery
S L N Paratha Center,No,No,3.3,14,New BEL Road,Quick Bites,North Indian,200.0,Delivery
Shivas Family Restaurant,No,No,3.4,8,New BEL Road,Casual Dining,"North Indian, Chinese",550.0,Delivery
NalaMaharaja,No,No,3.3,7,New BEL Road,Casual Dining,North Indian,500.0,Delivery
Sindhu Family Restaurant,No,No,3.2,4,New BEL Road,Casual Dining,others,600.0,Delivery
Lan Thai,No,No,4.0,66,New BEL Road,Casual Dining,others,800.0,Delivery
Bihar Bhojanalaya,No,No,3.1,14,New BEL Road,Quick Bites,others,200.0,Delivery
Ambarsaria,No,No,2.7,57,New BEL Road,Casual Dining,North Indian,800.0,Delivery
Chaiywaala Da Dhaba,Yes,No,3.7,67,New BEL Road,Cafe,others,250.0,Delivery
Taste Buds,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Delivery
Udupi Tazza Thindi,No,No,3.2,7,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery
Aarti Paratha & Rolls Corner,Yes,No,3.6,15,New BEL Road,Quick Bites,"North Indian, Fast Food",200.0,Delivery
Durga Mess,No,No,3.6,33,New BEL Road,others,North Indian,150.0,Delivery
Kabab Bite,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery
Cooking Restaurant,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,North Indian,200.0,Delivery
Ketty's Corner,No,No,3.3,4,New BEL Road,Quick Bites,others,200.0,Delivery
Thindipotha,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,Biryani,300.0,Delivery
D'7 Feast Resto Cafe,No,No,4.1,147,New BEL Road,Casual Dining,others,600.0,Delivery
Koithio Kitchen,No,No,3.3,4,New BEL Road,Quick Bites,"Chinese, Momos",600.0,Delivery
Sweet Chariot,No,No,2.7,19,New BEL Road,others,"Bakery, Fast Food",500.0,Delivery
Bengal Biriyani,No,No,2.9,28,New BEL Road,Quick Bites,Biryani,150.0,Delivery
Tasty Corner,No,No,3.6,13,New BEL Road,Quick Bites,South Indian,200.0,Delivery
Kolkata Famous Kati Roll,No,No,3.4,4,New BEL Road,Quick Bites,others,200.0,Delivery
Orissa Dining Mess,No,No,3.7535684020485616,0,New BEL Road,others,others,300.0,Delivery
Andhra Mess,No,No,3.7535684020485616,0,New BEL Road,others,South Indian,300.0,Delivery
Hyderabadi Bawarchi Multi Cuisine Restaurant,No,No,3.0,100,others,Casual Dining,"Biryani, North Indian, Chinese",600.0,Delivery
Desi Rasoi,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Delivery
Eatsaa,No,No,3.5,8,New BEL Road,Quick Bites,Chinese,300.0,Delivery
Biryani Treats,No,No,2.5,105,New BEL Road,Delivery,Biryani,650.0,Delivery
Lotus Bell,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"North Indian, Chinese",500.0,Delivery
Home Kitchen,No,No,3.7535684020485616,0,New BEL Road,Delivery,North Indian,250.0,Delivery
Qooked Restaurant,No,No,3.3,4,New BEL Road,Quick Bites,others,300.0,Delivery
Kake Ka Hotel,No,No,3.7535684020485616,0,New BEL Road,Delivery,North Indian,400.0,Delivery
GET ur FIX @ Chote Miya,No,No,3.3,4,New BEL Road,Quick Bites,Fast Food,300.0,Delivery
Hotel Tasty Land,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Delivery
Rumi's,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Delivery
Ice Magic,No,No,3.4,6,New BEL Road,Quick Bites,others,250.0,Delivery
Munch Box,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,400.0,Delivery
Midnight Hunger Project,No,No,3.2,6,New BEL Road,Delivery,"North Indian, South Indian, Chinese",300.0,Delivery
Doner Bel,No,No,3.4,64,New BEL Road,Quick Bites,others,400.0,Delivery
United Cafe & Fastfood,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,400.0,Delivery
Shawarma & Kolkata Rolls,No,No,3.3,4,New BEL Road,Quick Bites,others,100.0,Delivery
Sunmart Ice Cream Parlour,No,No,3.7535684020485616,0,New BEL Road,Dessert Parlor,Ice Cream,100.0,Delivery
Om Sai Ram Food Junction,No,No,3.7,39,others,Quick Bites,North Indian,200.0,Delivery
New Ambur Hot Dum Biriyani,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,Biryani,200.0,Delivery
Sri Vasavi Bangarpet Chats,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,Fast Food,300.0,Delivery
La Mirch,No,No,3.7535684020485616,0,New BEL Road,Delivery,others,400.0,Delivery
Swaad,No,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",others,400.0,Delivery
Hotpot EggStacy Chinese,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,Chinese,250.0,Delivery
Loca - The World Of Kitchen,No,No,3.7535684020485616,0,New BEL Road,others,South Indian,200.0,Delivery
Rabi North Indian Food,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"North Indian, Chinese",250.0,Delivery
Tasty Fast Food,No,No,3.2,4,New BEL Road,Quick Bites,"North Indian, Chinese",250.0,Delivery
New Prashanth Natti Style,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"South Indian, Biryani",300.0,Delivery
